member,organization,program,ein,amount,agency,purpose
Won,Culture Lab LIC,Arts & Culture Programming,844694898,12000,DCLA,"Funding will support Arts and Culture Programming including outdoor concerts, art exhibitions, theatrical productions, artist residency programs, and community events."
Joseph,"Cumbe: Center for African and Diaspora Dance, Inc.",Council District 40,475039336,5000,DCLA,"Funding will be used to support compensation for the teaching artists, musicians, program and marketing staff and program expenses in Council District 40."
Caban,"Cypreco of America, Inc.",Cypriot Folk Arts Programming - Council District 22,112644226,5000,DOITT,Funds will be used to promote Cypriot folk arts television programming in Council District 22.
Nurse,"Cypress Hills Fulton District Management Association, Inc.",Fulton Street BID,331897078,10000,DYCD,Funds will provide general support for the Fulton Street BID. Page 60 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Nurse,"Cypress Hills Local Development Corporation, Inc.",East New York Community Center,112683663,40000,DYCD,"Funds will support programming at the Cypress Hills East New York Community Center at Chestnut Commons, including ESL Classes, youth programs, fitness classes, and more."
Epstein,"Dance Parade, Inc.",Dance Parade & Festival - Council District 2,208576378,5000,DCLA,"Funds will support the Dance Parade and Festival, including events throughout and concluding in Council District 2."
Epstein,"Dance Parade, Inc.",Dance Parade & Festival - Council District 2,208576378,6000,DCLA,"Funds will support the Dance Parade and Festival, including events throughout and concluding in Council District 2."
Abreu,Dance Project of Washington Heights,Dance Programs - Council District 7,471583227,5000,DCLA,Funding will be used to provide and support dance programs.
Hanif,"Dancewave, Inc.",Council District 39,112726558,5000,DCLA,To support dance classes and associated programming in Council District 39.
Encarnacion,"Dancing Classrooms, Inc.",Core Program Residences & After School Programming - Council District 08,222542960,10000,DCLA,To provide funding to support expenses associated with Dancing Classroom's arts and education programs.
Schulman,"Dancing Classrooms, Inc.",School-Based Residencies - Council District 29,222542960,7000,DCLA,To support Dancing Classrooms' Core Program Residencies and After-School programming in Council District 29.
Zhuang,"Dancing Crane, Inc.",Georgian Cultural Center,061575768,5000,DCLA,"Funds will support children’s programs, musical theater, art, and other cultural classes."
Speaker,"P. Sanchez Davidson Community Center, Inc.",,237010206,50000,SBS,"To support existing advocacy, referrals, and entitlement assistance for social and housing services in the Bronx."
Nurse,"Day of Independence Committee of Panamanians of New York, Inc., The",Community Initiatives & Annual Panamanian Parade,113287926,5000,DYCD,"Funds will support general program activities, community initiatives, and the Annual Panamanian Parade."
Brooks-Powers,"Deerfield Area Association, Inc.",Council District 31,112877303,10000,DYCD,Funding will support the annual multi-cultural day activities aimed at bringing residents of the Far Rockaway community together in Council District 31.
Riley,Department of Education,Academy for Scholarship and Entrepreneurship: A College Board School (11X270),136400434,20000,DOE,Funds to be used for school programming.
Caban,Department of Education,Baccalaureate Program - Public School 151 Mary D. Carter (30Q151),136400434,5000,DOE,Funds will be used to support the Baccalaureate program at Public School 151 Mary D. Carter (30Q151).
Paladino,Department of Education,Bayside High School (26Q495) - Parent Teacher Association,136400434,1000,DOE,Funds will be used to support the Parent Teacher Association of Bayside High School (26Q495).
Paladino,Department of Education,BELL Academy (25Q294) - Parent Teacher Association,136400434,1000,DOE,Funds will be used to support the Parent Teacher Association of BELL Academy (25Q294).
Joseph,Department of Education,Brooklyn Institute for Liberal Arts (17K745),136400434,5000,DOE,Funds to be used for new journalism course and develop a student news publication with support from the Craig Newmark Graduate School of Journalism at CUNY and the Youth Journalism Coalition.
Gutierrez,Department of Education,Chess Afterschool - Williamsburg Preparatory School (14K561),136400434,2000,DOE,Funds will support Williamsburg Prep Chess after school program at Williamsburg Preparatory School (14K561).
Morano,Department of Education,College of Staten Island High School for International Studies (31R047) - PTA,136400434,4000,DOE,Funds will be used to support the Parent Teacher Association of College of Staten Island High School for International Studies.
Paladino,Department of Education,College Point Collaborative (25Q379) - Parent Teacher Association,136400434,1000,DOE,Funds will be used to support the Parent Teacher Association of College Point Collaborative (25Q379).
Brewer,Department of Education,Community Action School - Middle School 258M (03M258),136400434,5000,DOE,Funds will support 7th grade trip and other enrichment programs for Middle School 258M (03M258) Community Action School. Page 61 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Hanks,Department of Education,Concord High School 470R (31R470),136400434,1000,DOE,Funding will support Concord High School 470R (31R470) Parent Teacher Association.
Gutierrez,Department of Education,Conselyea Preparatory School (14K577),136400434,2000,DOE,Funding will support a field trip to Williamsburg VA.
Restler,Department of Education,Council District 33,136400434,25000,DOE,Funding to support school operations at Public School 110K (14K110).
Hanks,Department of Education,Curtis High School (31R450),136400434,1000,DOE,Funding will support Curtis High School (31R450) Parent Teacher Association.
Hanks,Department of Education,District 31 Region 7 - Federation of Parent Teacher Association,136400434,5000,DOE,"Funding will support Department of Education District 31, Region 7 - Federation of Parent Teacher Association."
Hanks,Department of Education,Eagle Academy For Young Men of Staten Island 28R (31R028),136400434,1000,DOE,Funding will support Eagle Academy For Young Men of Staten Island 28R (31R028) Parent Teacher Association.
Felder,Department of Education,Edward R. Murrow High School (21K525),136400434,5000,DOE,Funds will be used to support the Holocaust education and awareness programs at Edward R. Murrow High School (21K525).
Menin,Department of Education,Eleanor Roosevelt High School (02M416) - PTA,136400434,7500,DOE,"Funds will be used for the PTA of Eleanor Roosevelt High School (02M416) for events, workshops and supplies."
Banks,Department of Education,Football Helmets - FDNY High School - Council District 42,136400434,9000,DOE,Funds will be used for Helmets at the FDNY High School within the Thomas Jefferson Campus within Council District 42.
Schulman,Department of Education,Forest Hills High School (28Q440),136400434,5000,DOE,"Funding to support the ""We the People Program"" and the ""Economic Program"" at Forest Hills High School in Queens."
