year,category,category_canonical,initiative,initiative_canonical,award_type,member,organization,program,ein,amount,agency,purpose
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Mealy,New York City Housing Authority,Seth Low Houses,136400434,5000,HPD,Funding to support NYCHA Tenant Associations at the Seth Low Houses.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Kagan,New York City Housing Authority,Surfside Gardens,136400434,1500,HPD,Funds will provide community engagement programs; physical fitness program and recreational programs.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Restler,New York City Housing Authority,Taylor Wythe Tenants Association,136400434,7500,HPD,Funding for use by Taylor Wythe Tenants Association
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Mealy,New York City Housing Authority,Tilden Houses,136400434,2000,HPD,Funding to support NYCHA Tenant Associations at the Tilden Houses.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Mealy,New York City Housing Authority,Van Dyke Houses,136400434,2000,HPD,Funding to support NYCHA Tenant Associations at the Van Dyke Houses.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Won,New York City Housing Authority,Woodside Houses Tenants Association,136400434,15000,HPD,Funding to support Woodside Houses Tenants Association.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Restler,New York City Housing Authority,Wyckoff Gardens Tenants Association,136400434,7500,HPD,Funding for use by Wyckoff Gardens tenants association.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Ayala,"New York Common Pantry, Inc.",East Harlem Turkeys,133127972,15500,DYCD,To support East Harlem Turkeys Giveaway.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Stevens,"New York Common Pantry, Inc.",Food Giveaways - Council District 16,133127972,15000,DYCD,Funds will be used to support turkey giveaways in Council District 16.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,De La Rosa,"New York County Defender Services, Inc.",Community Engagement Specialist Program - Council District 10,113361008,5000,MOCJ,To support the Community Engagement Specialist program in Council District 10.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Louis,"New York Foundation for Senior Citizens, Inc.",City Council District 45,132618568,3000,DFTA,Provide home sharing and respite care program for seniors in Council District 45.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Krishnan,"New York Immigration Coalition, Inc.",Key to the City - Council District 25,133573409,7000,DYCD,To fund Key to the City Initiative events in Council District 25 to provide information about immigration-related issues.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Sanchez,"New York Legal Assistance Group, Inc.",Mobile Legal Help Center - Council District 14,133505428,15000,DSS/HRA,Funds will be used to support staffing at the Mobile Legal Help Center to serve Council District 14 residents.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Abreu,"New York State Tenants and Neighbors Information Service, Inc.",,141761209,5000,HPD,Funding to support tenant empowerment and at-risk affordable housing preservation in Council District 7.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Hanif,"New York State Tenants and Neighbors Information Service, Inc.",Council District 39,141761209,3500,HPD,Funding for general operating expenses.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Ariola,"New York Sun Works, Inc.",,200670312,9000,DOE,Funds will be used to continue programing of hydroponic lab at the Queens Explorer School in Ozone Park.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Paladino,New York University,,135562308,5000,DHMH,Funds will support comprehensive dental services to Veterans.
FY23,ANTI-POVERTY,Anti-Poverty,,,initiative_provider,,"Ossé No Gun Smoke School Tour, Inc.",,814006968,5000,DYCD,Funding for anti-violence in-school programs.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Abreu,Northern Manhattan Improvement Corporation,,132972415,10000,HPD,"Funding to support tenant advocacy services including counseling, education and representation in Council District 7."
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,De La Rosa,Northern Manhattan Improvement Corporation,Pandemic Support,132972415,10000,DSS/HRA,Funds will be used to provide pandemic support to Human Service providers.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Ariola,"One Stop Richmond Hill Community Center, Inc.",,680602829,3500,DYCD,Funds will support after school (in person or online) science and computer technology video conferencing program for students in grades 3 to 5 within Council District 32.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Hudson,"Onos Foot Prints, Inc.",12th Annual Turkey Giveaway & Wellness Day,900719956,10000,DYCD,Funding to support 12th Annual Turkey Giveaway and operating costs.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Mealy,"Open Door Family Life Center, Inc.",,201056519,27000,DYCD,Funds will provide individuals and families with perishable and non-perishable assorted food items.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Williams,"Opportunities for a Better Tomorrow, Inc.",,112934620,5000,DYCD,Funding will support the Youth Education Job Training Program to provide young adults who are out of school and out of work with employment and educational opportunities.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,De La Rosa,"Palante Harlem, Inc.",Homelessness Prevention Legal Services,800209989,15000,HPD,To support PALANTE Legal assistance services.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Williams,Partners Uplifting our Daughters and Sons,,473679850,5000,DYCD,Fund will be used to support community and programming in the 27th Council District.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Moya,Pathways To Apprenticeship,Apprenticeship Programs - Council District 21,811099195,10000,DYCD,To fund outreach about pre-apprenticeship training programs that provide access to union apprenticeship programs in Council District 21.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Restler,"Pesach Tikvah Hope Development, Inc.","Holocaust Services, Clinic Services & Disability Services - Council District 33",112642641,6000,DYCD,"To support programming in Council District 33 including: After School Respite program for children with disabilities, outpatient mental health clinic for individuals with mental health issues, and programming for the elderly."
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Hanks,"Project Hospitality, Inc.",,133234441,5000,DYCD,Funds will support mobile food pantry services in the 49th Council District.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Gennaro,"Project Lead, Inc.",,133761446,5000,DYCD,"Funding to support operating expenses associated with food pantry/soup kitchen, including staff support, consumable supplies, food stuffs, facilities usage and insurance for Rego Park, Queens."
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Brannan,"Reaching Out Community Services, Inc.",Emergency Food Assistance Program,113615625,16500,DYCD,Funds to support the Emergency Food Assistance Program.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Kagan,"Reaching Out Community Services, Inc.",Food Pantries - Council District 47,113615625,5000,DYCD,Funds will be used for Emergency Food assistance programs and nutritional workshops.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Abreu,"Recon Mission, Inc., The",,873400097,5000,DYCD,"Funding to support ""The Next Level"" programming in Council District 7."
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Brannan,"Regina Opera Company, Inc.",,112734261,5000,DCLA,Funding to support Regina Opera Company’s 2022-2023 performances and programming.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Farias,"Regional Aid for Interim Needs, Inc.",Senior Program,136213586,10000,DFTA,Funds will be used to support Senior Center Programs and Enhancements in Council District 18 in conjunction with the Council Member.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Joseph,Research Foundation of the City University of New York,Council District 40,131988190,5000,DYCD,Funding will support immigration services for Council District 40 constituents.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Salamanca,"Resource Center for Community Development, Inc.",Food Pantry Program - Council District 17,133603303,10000,DYCD,Funds will be used for Food Pantry Program in Council District 17.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Schulman,"River Fund New York, Inc.",Emergency Food Pantry Access Services,113450363,1500,DYCD,Funds will be used to support Emergency Food Pantry Access Services throughout Council District 29 and Queens.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Moya,"Rooftop Films, Inc.",Movie Screenings - Council District 21,352323897,10000,DCLA,To fund free movie screenings in Council District 21.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Ung,Sakhi for South Asian Women,Domestic Violence & Sexual Assault Direct Services,133593806,5000,MOCJ,To provide culturally-specific and linguistically appropriate Domestic Violence direct services to the South Asian community in Council District 20.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Velazquez,"Sapna NYC, Inc.",,263124969,10000,DYCD,"Funds will go toward helping Council District 13 residents complete benefits applications, secure relevant micro-grants or relief efforts, preventing eviction, supporting survivors of domestic violence, and legal service."
FY23,ANTI-POVERTY,Anti-Poverty,,,initiative_provider,,"Gutiérrez Scalabrini Service Center, Inc.",,832639457,5000,DYCD,Funding will support activities and programming for families in the 34th Council District.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Stevens,"SCAN-Harbor, Inc.",Mullaly Performing Arts Academy - Council District 16,132912963,20000,DCLA,Funds will support Performing Arts Academy at Mullaly Center for youth of Council District 16.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Lee,"Selfhelp Community Services, Inc.",Fresh Meadows NORC,131624178,20000,DFTA,To fund NORC programming in Fresh Meadows NORC.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Louis,"Sesame Flyers International, Inc.",Sports & Cultural Days - Council District 45,112692485,5000,DYCD,Funding to support Sports and Culture Days in Council District 45.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Ayala,"Sheltering Arms Children and Family Services, Inc.",Betances Day Care Center,133709095,5500,DOE,To provide funding to enhance services offered at the Betances' Early Education Center.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Sanchez,"Shield of David, Inc.",Bronx Early Learning Center Arts Program,131740041,10000,DYCD,Funds will be used to cover supplies for the pre-school expressive arts programs for student in Council District 14.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Kagan,"Shorefront Jewish Community Council, Inc.",Holocaust Survivor Initiative - Council District 47,112986161,5000,DFTA,To provide service to the holocausts survivors.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Vernikov,"Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc.",,113070228,10000,DHMH,Funding to support pre-vocational training for young adults with autism and developmental disabilities.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Abreu,"SoHarlem, Inc.",Designers' Studio - Council District 7,471640149,7500,DCLA,"Funding to support SoHarlem programming in District 7, including their Designers' Studio space."
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Restler,"Southside Community Mission, Inc.",,112306447,4000,DYCD,To support the operations of the Southside Community Mission.
FY23,ANTI-POVERTY,Anti-Poverty,,,initiative_provider,,"Ossé St. John's Bread and Life Program, Inc.",,113174514,2500,DYCD,Funding for food distribution programs.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Menin,"Stanley M. Isaacs Neighborhood Center, Inc.",Youth Services,132572034,3500,DYCD,Funding will support youth services at the Stanley Isaacs Neighborhood Center.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Borelli,Staten Island Children's Museum,,237379930,5000,DCLA,Funding to support additional teaching artist programming for South Shore in Council District 51.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Staten Island,"Community Job Center, Inc.",Food Distribution - La Colmena,472787706,5000,DYCD,Funds will help with reducing food insecurity within Council District 49.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Staten Island,Historical Society,Richmond Town Tours & Programming,131985514,3000,DCLA,Funds will be used to support youth programming and community support programs in Council District 51.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Carr,"Staten Island Zoological Society, Inc.",,135680691,20000,DCLA,Funds will be used to support and supplement exhibits and educational programming.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Feliz,"Student Leadership Network, Inc.",College Bound Initiative,061517218,20000,DOE,Funds will be used to support the College Bound Initiative in CD15.
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Stevens,Summer Search,Summer Search Program - Council District 16,680200138,10000,DYCD,"Funds will support the summer search program, a program focused on preparing low income students for success in college in Council District 16."
FY23,ANTI-POVERTY,Anti-Poverty,,,member_item,Adams,Telugu Literary and Cultural Association,,222182019,3000,DYCD,"Funds will support cultural programming, health and wellness workshops and youth entrepreneurship."
