member,organization,program,ein,amount,agency,purpose
Lander,"Rooftop Films, Inc.",,352323897,3500,DCLA,Funding to support operating costs associated with the summer film series.
Kallos,Roosevelt Island Historical Society,,133018935,7500,DYCD,"Funds will be used to support the visitor center, activities including programs, lectures and tours, and maintenance and dissemination of artifacts and historical documents. Support services include landscaping, consumable supplies, and utilities."
Brooks-Powers,"Rosedale Civic Association, Inc.",,237283084,10000,DYCD,Funding to support beautification projects and enrichment events for local youth and seniors. Page 137 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Ayala,"Rosie's Theater Kids, Inc.",,331194964,5000,DCLA,"To provide funding for artist fees, staff support, and other operating expenses associated with the PS Broadway and ACTE II programs."
Chin,"Rosie's Theater Kids, Inc.",,331194964,3500,DCLA,"Funds will support RTKids PS Broadway program by providing teaching artists to 5th grade classes, a trip to see a Broadway show and a community performance by students."
Johnson,"Rosie's Theater Kids, Inc.",,331194964,5000,DCLA,Funding to support the PS Broadway and ACTE II (A Commitment to Excellence) programs.
Reynoso,"Rosie's Theater Kids, Inc.",Public School 196K,331194964,5000,DCLA,To support arts and cultural programs at Public School 196K.
Rivera,"Rosie's Theater Kids, Inc.",Public School 19M (01M019),331194964,5000,DCLA,Funds will support Rosie's Theater Kids programming at PS 19M.
Lander,"Roulette Intermedium, Inc.",,363046751,3500,DCLA,"Funding to support the access program, defraying the costs venue space use by community groups and non-profits."
Levin,"Roulette Intermedium, Inc.",,363046751,3000,DCLA,To support programming that allows small arts and community organizations to present events to the public.
Johnson,"Roundabout Theatre Company, Inc.",,136192346,3000,DCLA,Funding to support operating and programming expenses associated with educational services and activities.
Treyger,"Roundabout Theatre Company, Inc.",Education Programming - Council District 47,136192346,5000,DCLA,Funding to support arts programming partnerships with Council District 47 high schools and Coney Island elementary schools.
Ulrich,"Roxbury Volunteer Emergency Services, Inc.",,113084367,10000,FDNY,"Funds will be used to support administrative and operational expenses including utilities, insurance, and the purchase of equipment."
Miller,"RPGA Studio, Inc.",,472589237,20000,DCLA,Funds will be used to support the Council District Artist-in-Residence (CDAIR) for Council District 27.
Koslowitz,"RPGA Studio, Inc.",Community Programs,472589237,9000,SBS,"Funding to support programming that promotes learning through art, design and technology. CD48 Russian American Foundation, Inc."
,"Funding to support programming that promotes learning through art, design and technology. CD48 Russian American Foundation, Inc.",,133946716,5000,DYCD,Funds will be used to cover the costs of cultural events during the annual Russian Heritage Month.
Johnson,Ryan/Chelsea-Clinton Community Health Center,,133911827,5000,DHMH,Funding to support flu vaccines.
Levin,"S.E.M. Ensemble, Inc.",,161010695,5000,DCLA,To support music programming and the annual February workshop/readings of new compositions by young and emerging composers.
Ulrich,"Sacred Music Chorale of Richmond Hill, Inc.",,113457320,5000,DYCD,Funds will be used to support the operational expenses for a community Sacred Chorale orchestra concert.
Yeger,"SAFE Foundation, Inc.",,260102131,25000,DYCD,Funding to support after-school information and preventive education workshops for children and parents.
Speaker,"Dromm Samaritan Daytop Village, Inc.",,112635374,50000,DYCD,Provide after school program at PanAm shelter.
Gibson,"Samaritan Daytop Village, Inc.",11th Annual Kalief William Basketball Tournament & Health Workshops - Council District 16,112635374,8000,DHMH,"Funding to support the 11th Annual Kalief William Basketball Tournament as well as nutrition and healthy living workshops, trainings and nutritional services for the residents of the Highbridge Residential Treatment Program in Council District 16."
Adams,"Samaritans of New York, Inc.",,133164464,5000,DHMH,"Funds support site visits, workshops, professional development training, resource guides, outreach to schools, CBO’s, community centers, places of worship. CD48 Samaritans of New York, Inc."
,"Funds support site visits, workshops, professional development training, resource guides, outreach to schools, CBO’s, community centers, places of worship. CD48 Samaritans of New York, Inc.",,133164464,7500,DHMH,Funding to support suicide prevention hotline and mental health services.
Grodenchik,"Samaritans of New York, Inc.",,133164464,4000,DHMH,"Funds to support suicide awareness & prevention workshops, professional development training, resource guides, outreach to schools, CBO’s, community centers and places of worship. Page 138 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Koo,"Samaritans of New York, Inc.",,133164464,5000,DHMH,"Funds will be used to support suicide prevention education programming for guidance counselors, social workers, psychologists, teachers and other health care providers who work in Council District 20."
Levin,"Samaritans of New York, Inc.",,133164464,2000,DHMH,To support the free suicide prevention community resource program.
Powers,"Samaritans of New York, Inc.",,133164464,5000,DHMH,"Funding will support suicide prevention training for teachers, students and staff in"
Manhattan,"public schools. Rivera Samaritans of New York, Inc.",,133164464,5000,DHMH,Funds will support Samaritans programs and operations.
Vallone,"Samaritans of New York, Inc.",Caring Community Suicide Prevention & Awareness Education Project,133164464,5000,DHMH,"Funds will be used for outreach campaigns, site visits to schools, neighborhood centers, as part of Samaritans free suicide prevention community resource program."
Perkins,"Samaritans of New York, Inc.",Caring Community Suicide Prevention & Awareness Education Project,133164464,5000,DHMH,Funding for the Caring Community Suicide Prevention & Awareness Education Program in Council District 9.
Cornegy,"Samaritans of New York, Inc.",Suicide Prevention Project,133164464,6500,DHMH,Funding to support the Suicide Prevention Project in Council District 36.
Gibson,"Samaritans of New York, Inc.",Suicide Prevention Work - Council District 16,133164464,5000,DHMH,Funds will support suicide prevention education programming and training support for professional health service providers that work with children who may be prone to suicide within Council District 16.
Grodenchik,"Samuel Field YM & YWHA, Inc.",Deepdale Cares,113071518,18000,DFTA,To help fund the Deepdale Cares Program at the Samuel Field YM & YWHA.
Koo,"Samuel Field YM & YWHA, Inc.",North Flushing Senior Programs,113071518,15000,DFTA,"To support the North Flushing senior programs, including clubs, classes, inter- generational activities, and the creation of a NORC."
Grodenchik,"Samuel Field YM & YWHA, Inc.",Senior Programs & Services,113071518,21000,DFTA,To help maintain and expand services and programs provided by the Samuel Field Y.
Koslowitz,"Samuel Field YM & YWHA, Inc.",Senior Services,113071518,20000,DFTA,"Funding to support programming for seniors; including recreation, educational/health related components, exercise, nutrition, current events, support groups, mental health counseling, transportation, entertainment and inter-generational activities."
Speaker,"Vallone Samuel Field YM & YWHA, Inc.",Senior Transportation,113071518,20000,DFTA,
The,"funding will support costs for various programs and services with the Clearview assistance program. Grodenchik Samuel Field YM & YWHA, Inc.",Teen Leadership Program,113071518,13000,DYCD,"Funding to support leadership training, community service and professional development programming."
Powers,"Sanctuary for Families, Inc.",,133193119,5000,MOCJ,Funding will support legal counseling for Council District 4 constituents.
Lander,"Sanctuary for Families, Inc.",Economic Empowerment Program,133193119,8000,MOCJ,Funding to support Sanctuary for Families' economic empowerment program.
Diaz,"Sapna NYC, Inc.",,263124969,15000,DHMH,"To support the health, social and economic empowerment of the South Asian community in New York, through development of a worker cooperative business, mental health services, ESOL, and the Mothers' Club School advocacy program."
Grodenchik,"Sapna NYC, Inc.",,263124969,4000,DHMH,To provide health and wellness programming in Council District 23.
Gibson,"Sauti Yetu Center for African Women, Inc.",Girls Empowerment & Leadership Program - Council District 16,201209795,10000,DYCD,"Funds will support girls empowerment and leadership programming in Council District 16. CD48 SBH Community Service Network, Inc."
,"Funds will support girls empowerment and leadership programming in Council District 16. CD48 SBH Community Service Network, Inc.",,237406410,5000,DYCD,Funding to support operational costs associated with food pantry and case management for seniors.
Louis,"SBH Community Service Network, Inc.",Council District 45,237406410,10000,DYCD,
The,"purpose of funds is to support healthy behaviors in Council District 45. Perkins SCAN-Harbor, Inc.",WISH Program - Council District 9,132912963,10000,DYCD,Funding to support the We I She He (WISH) Program in Council District 9. Page 139 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Rosenthal,"School of American Ballet, Inc.",,131275970,4000,DCLA,Funds support SAB community outreach programming and activities.
Levin,"School of American Ballet, Inc.",Community Outreach Program,131275970,3000,DCLA,Funding will support SAB's Community Outreach program.
Speaker,Ulrich School Sisters of Notre Dame Educational Center,,651217975,40000,DYCD,Funds to be used for operational expenses associated with GED/HSE and ESL programs and classes.
Ulrich,School Sisters of Notre Dame Educational Center,Adult Education Program,651217975,10000,DYCD,
The,"funds will be used to support the adult education program. Levine Science and Arts Engagement New York, Inc.",Harlem Gallery of Science,812335452,5000,DCLA,To fund program and operating costs at the Harlem Gallery of Science.
Adams,SCO Family of Services,,112777066,5000,DYCD,"Funds will support social services, community service projects, and educational and cultural trips for youth."
Reynoso,SCO Family of Services,Agency Operated Boarding Homes - Council District 34,112777066,7500,DYCD,To support programing for the residents of SCO's Agency Operated Boarding Homes (AOBH) in Council District 34.
Van Bramer,"Sculpture Center, Inc.",Public & Education Programming,131669204,3500,DCLA,"Funding will support family art workshops, educational and artist-led activities."
Matteo,Seamen's Society for Children and Families,,135563010,3000,DYCD,Funds will be used to help support the tutoring and STEAM programming.
Powers,"Search and Care, Inc.",,237444790,5000,DFTA,Funding will support Search and Care's core care management services to assist and advocate for the elderly living on the East Side.
Johnson,"Second Stage Theatre, Inc.",,133021180,5000,DCLA,Funding to support the expenses associated with providing Free Student Matinees.
Ampry-Samuel,Seeds in the Middle,Hip2B Healthy Farm Stands & Sports Programs,271847142,5000,DYCD,Funds be used to support the Hip2B Healthy Markets and Sports Program in Council District 41.
Holden,"Selfhelp Community Services, Inc.",,131624178,45000,DFTA,This funding will support district based senior services.
Koo,"Selfhelp Community Services, Inc.",Case Management,131624178,5000,DFTA,To support the case management program for residents in Council District 20.
Koo,"Selfhelp Community Services, Inc.",Latimer Gardens Senior Center,131624178,20000,DFTA,"To fund senior center classes and activities at Latimer Gardens Senior Center, and other programming to reduce isolation during the pandemic."
Van Bramer,"Selfhelp Community Services, Inc.",NORC @ Big Six Complex,131624178,10000,DFTA,Funding will support services for the Naturally-Occurring Retirement Community at the Big Six housing complex.
Speaker,"Holden, Queens, Vallone Selfhelp Community Services, Inc.",Senior Transportation,131624178,50000,DFTA,To support the Virtual Senior Center program along with a dedicated transportation services for seniors.
Koo,"Selfhelp Community Services, Inc.",Senior Transportation Program,131624178,9000,DFTA,To provide transportation to local medical appointments for seniors living in Council District 20.
Rodriguez,"Seniors Helping Seniors, Inc.",,133111915,5000,DFTA,To support programs assisting Council District 10 Seniors and Disabled with access to services.
Treyger,"Sephardic Community Youth Center, Inc.",Senior Adult Program,112567809,30000,DFTA,Funds will be used to defray operating and program costs associated with the Senior Adult program. CD48 September 11 Family Group
,Funds will be used to defray operating and program costs associated with the Senior Adult program. CD48 September 11 Family Group,,710899005,7500,DYCD,Funds will be used to maintain the 9/11 memorial and help cover costs of various programming such as; 9/11 ceremony and trip to 9/11 museum.
Treyger,September 11 Family Group,,710899005,5000,DYCD,Funds will be used to maintain the 9/11 Memorial Square and help with costs of events.
Borelli,Service Corps of Retired Executives (SCORE),,521067290,7000,SBS,"Funding to support mentoring potential and in-business owners, and provide workshops and webinars."
Matteo,Service Corps of Retired Executives (SCORE),,521067290,3000,SBS,"Funding to support professional guidance and information services and general operating expenses including outreach, and equipment upgrades. Page 140 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Rose,Service Corps of Retired Executives (SCORE),Mentoring & Training Program,521067290,5000,SBS,"Funding to support operational expenses including promotion, facilities, equipment/supplies and the enhancement of services."
Chin,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",,132947657,5000,DFTA,"Funds will support SAGE Center's central location in Manhattan's Chelsea neighborhood, and the Senior Center's programs and services including employment assistance, benefits counseling, educational programs and health & wellness programs."
Speaker,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",,132947657,100000,DFTA,"Funding to support culturally and linguistically-competent experienced Care Management at SAGE sites in Harlem, Brooklyn, the Bronx, and Staten Island."
Grodenchik,"Services Now for Adult Persons (SNAP), Inc.",,112591783,29500,DFTA,"To help support Case Management, programming, meals, and other related services."
Speaker,"Sesame Flyers International, Inc.",,112692485,25000,DYCD,"Funding will support workshops, leadership trainings, and youth conferences that will present youth with opportunities in an out of school setting to engage with mentors, business & community leaders, and to build constructive peer networks."
Louis,"Sesame Flyers International, Inc.",Council District 45,112692485,3000,DCLA,"Funding will be used to support operations and to produce contextual programs during the summer and during thematic months (Hispanic Heritage, Black History, Women's History, Caribbean Heritage)."
Rodriguez,Seven Stories Institute,,383713884,5000,DYCD,"Funding to support general operating expenses associated with the Community Bookshop, including facilities/space costs, staff support, programming and activities in Council District 10."
Levine,Seven Stories Institute,Word Up Community Bookshop,383713884,5000,DYCD,Funding for general operating costs of the Word Up Community Bookshop. CD48 Shaare Zion Congregation
,Funding for general operating costs of the Word Up Community Bookshop. CD48 Shaare Zion Congregation,,111735956,6000,DYCD,Funds to support children’s library and after school programs.
Yeger,Shaare Zion Congregation,,111735956,6000,DYCD,"Funds will be used for youth programming and activities including library services, and after-school program."
Koo,"Shadow Box Theatre, Inc., The",Council District 20,132725580,5000,DCLA,"To provide free tickets to Shadow Box theatre major puppetry performances to Council District 20 community and school children, and programming at PS120Q, James A. Bland Houses and Latimer Gardens."
Chin,"Shadow Box Theatre, Inc., The",Public School 2M,132725580,4000,DCLA,Funds will support teaching artists to meet the needs of ESL students at Public School 2M.
Chin,"Shalom Task Force, Inc.",,113207504,5000,MOCJ,"To support a domestic violence hotline and help families who suffered from domestic abuse with counseling, financial assistance and other services."
Yeger,"Shalom Task Force, Inc.",,113207504,3000,MOCJ,"Funding will support staffing and supervision of the Domestic Violence hotline and other direct service programs, outreach to survivors, telecommunications, rent, and other expenses related to providing victims services."
Levin,"Shalom Task Force, Inc.",Domestic Violence Hotline,113207504,2000,MOCJ,"To provide prevention education, outreach, and direct services to victims through the STF Domestic Violence Hotline."
Vallone,Shannon Gaels Gaelic Football Club,Gaelic Football & Hurling,272354756,5000,DYCD,"Funding will cover costs for uniforms, equipment, supplies, tournament entry costs, space rental, insurance and various other expenses."
Brooks-Powers,"Sheltering Arms Children and Family Services, Inc.",,133709095,10000,DOE,Funding to support Crisis Management services and programming in Council District 31.
Cornegy,"Sheltering Arms Children and Family Services, Inc.",Cooper Park Early Childhood Education Center,133709095,5000,DOE,Funding to enrich Early Childhood Education (ECE) services in Council District 36’s Cooper Park ECE Center. CD48 Shema Kolainu - Hear Our Voices
,Funding to enrich Early Childhood Education (ECE) services in Council District 36’s Cooper Park ECE Center. CD48 Shema Kolainu,Hear Our Voices,113503085,13000,DHMH,Funds to cover the costs of music and physical education programs for young people on the autism spectrum. Page 141 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Lander,Shema Kolainu,Hear Our Voices,113503085,20000,DHMH,Funds to cover the costs of music and physical education programs for young people on the autism spectrum.
Yeger,Shema Kolainu,Hear Our Voices,113503085,10000,DYCD,Funding to support parent/educator training for caregivers to young people on the autism spectrum.
Yeger,Shmira Civilian Volunteer Patrol of Boro Park,,113260405,11000,DYCD,"Funding will be used to defray operating expenses, and to cover the expense of radio and new radios for new numbers, as well as replace damaged equipment for existing members CD48 Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc."
,"Funding will be used to defray operating expenses, and to cover the expense of radio and new radios for new numbers, as well as replace damaged equipment for existing members CD48 Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc.",,113070228,7500,DHMH,Funding to support pre-vocational training for young adults with autism and developmental disabilities.
Miller,"Showing Hearts Foundation, Inc., The",,810713547,10000,DYCD,"Funding will be used to cover employment expenses, salary and administrative costs, and to create education programming around menu development, food safety, and small business development for the Essential Kitchen."
Adams,Sickle Cell Awareness Foundation Corp Int'l,,711037154,7500,DHMH,Funds will support outreach and informational events regarding Sickle Cell Disease and related illnesses in Council District 28.
Grodenchik,Sickle Cell Awareness Foundation Corp Int'l,,711037154,3000,DHMH,Fund programs to provide education and expand awareness of the genetic condition of Sickle Cell Disease.
Rose,Sickle Cell Awareness Foundation Corp Int'l,Outreach 2022,711037154,5000,DHMH,Funds will support outreach and informational events regarding Sickle Cell Disease and related illnesses in Council District 49.
Ampry-Samuel,"Sickle Cell-Thalassemia Patients Network, Inc.",,113106037,5000,DHMH,Funds will be used to support Sickle Cell Thalassemia Patients Network.
Johnson,"Signature Theatre Company, Inc.",,133641560,5000,DCLA,"Funding to support operational expenses associate with the Signature Ticket Initiative, an initiative that provides heavily discounted tickets to individuals throughout NYC."
Barron,"Sisters With Purpose, Inc.",Council District 42,272830778,5000,DYCD,Funding to support operating expense costs for community youth and development programming.
Lander,"Smith Street Stage, Inc.",Shakespeare - Carroll Park,463003829,3500,DCLA,"Funding to support Shakespeare in Carroll Park including artists and staff costs, costumes, props, lighting and set equipment, and/or publicity."
Chin,Smithsonian National Museum of the American Indian,Native Foods Map,530206027,5000,DCLA,Funds will support the creation of an online Native Foods Map experience.
Rose,Snug Harbor Cultural Center & Botanical Garden,Youth Matters - Teen Ambassadors,800193388,9999,DYCD,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with providing educational experiences in the arts for Council District 49 students."
Matteo,Snug Harbor Cultural Center & Botanical Garden,Youth Matters Program,800193388,5000,DCLA,Funds will be used to support the Snug Harbor's Youth Matters program.
Cabrera,Sociedad Hondurena Activa de New York,Maintenance School,133978207,20000,DYCD,"Funding to support training of Council District 14 students in industries such as electricity & plumbing, including the purchase of tools & equipment needed to provide a hands on learning environment."
Eugene,"Society for Haitian Research, Inc.",,113439457,6000,DYCD,"Funds will support radio program, young people will receive training on how to share information with the community."
Chin,"Society of the Educational Arts, Inc.",Council District 1,113210593,5000,DCLA,Funding will support a Spanish-language theater touring educational program in public spaces and in-school educational programming in Council District 1.
Gibson,"Society of the Educational Arts, Inc.",Dropout Prevention Program - Council District 16,113210593,10000,DCLA,"Funds will be used for The Dropout Prevention Program in Council District 16 that combines a school performance of The Dropouts/Los Desertores, a bilingual Eng/Span musical play about six HS students and their choices of staying in school or dropping out. Page 142 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Koo,"Society of the Educational Arts, Inc.","James A. Bland Houses, Latimer Gardens & Flushing High School",113210593,5000,DCLA,"To support theater performances in Council District 20, including performances at James A. Bland Houses, Latimer Gardens, and Flushing High School."
Van Bramer,"Socrates Sculpture Park, Inc.",Outdoor Cinema Series,113066597,5000,DCLA,To support the Outdoor Cinema Series at Socrates Sculpture Park.
Chin,"Soho Repertory Theatre, Inc.",,132885288,5000,DCLA,Funding will support low-cost Sunday performances and free tickets and educational visits to BMCC students.
Grodenchik,"Sol Zim Jewish Enrichment Music Foundation, Inc., The",,113631951,5000,DCLA,Funding to supporting various music programming.
Dromm,"Solace House, Inc.",Mental Health Services,472629761,10000,DHMH,"To fund mental health counseling, and associated organizational costs, to individuals affected by COVID-19."
D. Diaz,"Songs of Solomon: An Inspirational Ensemble, Inc.",,134195889,10000,DYCD,Funds will be used to support arts programming and services.
Cornegy,"Soul Summit Music, Inc.",,473134260,10000,DYCD,Funding to support general operating expenses associated with providing free outdoor summer festivals/events and programming.
Cumbo,"Soul Summit Music, Inc.",Council District 35,473134260,2500,DYCD,"Funding to support free outdoor/virtual summer festivals in Council District 35; operating costs can be are not limited to sound/visual support, temporary comfort stations."
Grodenchik,South Asian Council for Social Services,,113632920,7500,DYCD,To help fund operational expenses related to programming and services.
Koo,South Asian Council for Social Services,,113632920,6000,DYCD,"To support operational costs for programming that connects undeserved, low-income immigrants and families with vital services, including securing health coverage, food access, senior services, and ESOL and computer classes."
Miller,South Asian Council for Social Services,,113632920,5000,DYCD,Funding to support expenses related to interactive educational workshops on topics related to healthy aging and senior living in South Asian languages is provided at SACSS office and senior/community centers in Queens.
Dromm,South Asian Council for Social Services,Programming Assistance,113632920,9750,DYCD,To help fund operational expenses related to programming and services.
Adams,"South Asian Fund for Education, Scholarship and Training, Inc.",,472984997,5000,DYCD,"Funds will support programming including computer training and career workshops, immigrant Know Your Rights workshops, academic help and COVID awareness education."
Adams,"South Asian Youth Action, Inc.",Afterschool Program @ Public School 124Q (27Q124),133943630,20000,DYCD,Funds will support the SAYA Afterschool Program at PS/MS124Q.
Salamanca,"South Bronx Concerned Citizens, Inc.",,582435828,20000,DYCD,"To support programming, supportive services and general operating expenses, including facilities usage."
Borelli,"South Shore District Management Association, Inc.",,810728516,15000,SBS,"Funds will be used for cleanup, sanitation services and events."
Salamanca,"Southern Boulevard District Management Association, Inc.",Coat Drive - Council District 17,263497932,13000,DYCD,Funds will be used to support annual coat drive.
Brooks-Powers,"Southern Queens Park Association, Inc.",,112432846,5000,DYCD,"Funds to be used for various community programs including after-school, summer camp, and workforce/adult literacy."
Gennaro,"Southern Queens Park Association, Inc.",,112432846,5000,DYCD,Funding will support and enhance SQPA's general operating budget for the provision of recreational and social services.
Miller,"Southern Queens Park Association, Inc.",,112432846,10000,DYCD,"Funds will go towards equipment, supplies, uniforms, trips, and staffing for after-school tutoring, sports activities, dance activities and summer programming."
Speaker,"Miller Southern Queens Park Association, Inc.",,112432846,75000,DYCD,"Funds will go towards equipment, supplies, uniforms, and staffing for after-school tutoring, sports activities, dance activities and summer programming. Page 143 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Reynoso,"Southside Community Mission, Inc.",,112306447,35000,DYCD,"To support social services for residents of Council District 34 and surrounding areas in need, including entitlements, benefits, housing applications, translation, and counseling services."
Speaker,Reynoso Southside United Housing Development Fund Corporation,,112268359,50000,DYCD,Funding will support staff of Community and Tenant Organizers to assist local residents with housing services and continue work in anti-displacement and tenant issues.
Levin,Southside United Housing Development Fund Corporation,Taylor-Wythe Food Pantry (PB Winner),112268359,10000,DYCD,"Funding will be used towards equipment, transportation, and supplies to make the food distribution available on a regular basis with fresh produce and other healthy items."
Lander,Southwest Brooklyn Industrial Development Corporation,,112508370,15000,DYCD,Funding to support the completion and analysis of a survey of industrial businesses in and around Gowanus to improved workforce opportunities for low & moderate income residents. CD22 Spanish Speaking Elderly Council - RAICES - Astoria Senior Center
,Funding to support the completion and analysis of a survey of industrial businesses in and around Gowanus to improved workforce opportunities for low & moderate income residents. CD22 Spanish Speaking Elderly Council,RAICES - Astoria Senior Center,112730462,3000,DFTA,Funds will be used to defray the cost of operating expenses at RAICES Astoria Senior Center.
Rivera,"Spanish Theatre Repertory Company, Ltd.",,132672755,5000,DCLA,"Funds will support Repertorio's programs and operations. CD48 Sparks PPD, Inc."
,"Funds will support Repertorio's programs and operations. CD48 Sparks PPD, Inc.",,260794276,7500,DHMH,Funding to support pre-vocational training for young adults with autism and developmental disabilities.
Lander,"Sparks PPD, Inc.",,260794276,3500,DHMH,"Funding will support the strengthening of the 'SPARKS' helpline which is run by licensed therapists, coordinating more awareness events, printing more kits for new moms."
Levin,"Sparks PPD, Inc.",,260794276,3000,DHMH,To support awareness events and the promotion of the services provided to the women suffering from Postpartum Depression and Perinatal disorders.
Yeger,"Sparks PPD, Inc.",,260794276,5000,DHMH,Funding to support awareness events and the promotion of the services provided to the women suffering from PPD (postpartum depression).
Cumbo,"Sparks PPD, Inc.",Women's Health Support,260794276,5000,DHMH,Funding to support healthcare services for new mothers and regular check-up awareness events.
Eugene,"Speak Entertainment, Inc.",,830995771,6000,DYCD,"Funds will support mentoring, counseling and sports training via an after-school program."
Miller,"Springfield Rifles & Riflettes Youth Sports, Inc.",,237269660,5000,DYCD,"Funding to support costs associated with uniforms, League and Referee Fees, Travel, Training Books, Equipment, & Insurance."
Dinowitz,"Spuyten Duyvil Preschool, Inc.",,131858180,8500,DYCD,"Funds will support Farm and Garden program, to educate children about food, nature and environmental life cycles."
D. Diaz,St Peters Evangelical Lutheran Church in the Borough of Brooklyn City of New York,,111797192,15000,DYCD,"Funding will be used to support after school programming, community services, and family night."
Levin,"St. Ann's Warehouse, Inc.",Urban Canvass Program,112665242,5000,DCLA,To support the St. Ann's Warehouse Urban Canvass program.
Treyger,St. Athanasius Golden Age Club,Golden Age Club,111639837,5000,DFTA,Requested funds will be used to support the weekly meetings and various activities for seniors of St. Athanasius Golden Age Club.
Speaker,St. Francis College,,111635105,75000,DFTA,Funds will be used to support the year-long menu of free activities that are designed to address the interests and needs of senior citizens.
Cornegy,"St. John's Bread and Life Program, Inc.",,113174514,6000,DYCD,Funding to support the emergency food program and food service job training program in Council District 36.
Gennaro,St. John's University,,111630830,5000,DYCD,"Funding will support community-based therapy program, Project CONNECT."
Levin,St. Nick's Alliance Corporation,,510192170,3500,HPD,"To support tenant organizing, building code advocacy, housing court assistance, and housing related information and assistance. Page 144 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Speaker,Reynoso St. Nick's Alliance Corporation,,510192170,20000,HPD,"To support anti-harassment and anti-illegal eviction work, including outreach and housing counseling, financial training, improving housing conditions and increasing understanding of access to weatherization, HEAP and other resources."
Reynoso,St. Nick's Alliance Corporation,Housing/Tenant Work,510192170,33000,HPD,"To support targeted outreach, education and individual counseling to residents in danger of displacement."
Brannan,St. Patrick's Church,Food Pantry,111631818,10000,DYCD,Funding to support the Food Pantry.
Brannan,St. Patrick's Church,Sports Program,111631818,10000,DYCD,Funding to support St. Patrick's Sports Program costs.
Van Bramer,"St. Pat's for All, Inc.",,300606762,3500,DYCD,"Funding to support expenses related to the parade, concert, and community events citywide."
Dromm,"St. Pat's for All, Inc.",Parade,300606762,5000,DYCD,"To fund the St. Pat's for All parade, concert, and community events citywide celebrating Irish heritage."
Rose,St. Philips Baptist Church,Food Pantry,133451547,5000,DYCD,Funds to support food distribution in Port Richmond.
Salamanca,St. Vincent de Paul Residence,,133598842,10000,DFTA,Funding will be used for a senior pantry at 909 Beck Street.
Kallos,"Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,7000,DYCD,Funding will support senior and youth services at the Stanley Isaacs Neighborhood Center.
Rodriguez,"Statement Arts, Inc.",,205198657,5000,DCLA,To support Council District 10 The StART Dreaming College Prep Program (SD) & The StART Young Summer Arts Program (SY).
Matteo,"Staten Island Aid for Retarded Children, Inc.",,135660279,12000,DHMH,"Funds will be used for general operating cost, staff training and development."
Matteo,"Staten Island Chamber of Commerce Foundation, Inc.",,134069282,15000,DYCD,Funds will be used for general operating cost.
Rose,"Staten Island Chamber of Commerce Foundation, Inc.",Downtown Staten Island Programmatic Support,134069282,5000,SBS,Funds will be used to support the continuation of programmatic services currently being officered while working to create a Business Improvement District in Downtown Staten Island.
Rose,"Staten Island Chamber of Commerce Foundation, Inc.",Workforce Development & Private Industry Council (PIC) Initiative,134069282,5000,SBS,"Funds will be used to develop a Staten Island PIC that will unite employers, educators, and community-based organizations to connect young people to sustaining careers."
Matteo,Staten Island Children's Museum,,237379930,5000,DCLA,Funds will be used to support cultural enrichment programs.
Rose,Staten Island Children's Museum,Arts & Cultural Enrichment Programs & Workshops,237379930,5000,DCLA,"Funds will support the administrative, staffing and operational costs associated with creating and delivering free hands-on interactive arts, crafts and STEAM workshops based on seasonal holidays, national and local events and museum's exhibits."
Rose,Staten Island Children's Museum,Boogie Woogie Wednesdays,237379930,5000,DCLA,"Funds will support the administrative, staffing and operational costs associated with presenting family focused cultural enrichment programs."
Borelli,Staten Island Children's Museum,In-School Arts Residency - Council District 51,237379930,7500,DCLA,Funding to support multi week in school arts residency for students in a Council District 51 public school.
Rose,"Staten Island Community Services Friendship Clubs, Inc.",Todt Hill Friendship Club,132778244,5000,DFTA,
The,"funds will be used for recreational activities, education & art supplies, transportation, health promotion programs, and literature for the senior center. Matteo Staten Island Economic Development Corporation",,133706442,25000,SBS,"Funds will be used in general operating support to assist the SIEDC in various other efforts designed to improve economic conditions in the borough, fill vacant properties and improve job opportunities as well as provide complimentary business assistance."
Matteo,Staten Island Economic Development Corporation,,133706442,25000,DYCD,Funding will support the Health & Wellness Expo.
