member,organization,program,ein,amount,agency,purpose
Holden,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",Council District 30,112508369,12000,DCLA,Funds to replenish the fruit trees in the 150-year-old orchard.
Brewer,"Columbus Avenue District Management Association, Inc.",Seasonal & Open Streets Programming,061561857,7500,SBS,Funds will be utilized to support seasonal and open streets programming in Council District 6. Page 54 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Brewer,"Committee for Environmentally Sound Development, Inc.",Community Engagement & Education,133581914,5000,DYCD,Funds will support community engagement and education programming and services.
Marte,"Committee for Hispanic Children and Families, Inc., The",,112622003,5000,DYCD,Funds will be used to support CHCF's central office at 75 Broad Street where our Early Care & Education Institute (EC&EI) provides professional development training and in- house coaching.
Sanchez,"Committee for Hispanic Children and Families, Inc., The",Community Empowerment - Council District 14,112622003,10000,DYCD,To support an annual summer community empowerment event as well as back to school events to ensure students are equipped with the supplies necessary to succeed in school.
Gutierrez,"Committee for Hispanic Children and Families, Inc., The",Early Care at Nuestros Ninos & Community Empowerment - Council District 34,112622003,15000,DYCD,Funding will support Early Care & Education Institute at Nuestros Ninos as well as community organizing efforts in Council District 34.
Sanchez,"Committee for Hispanic Children and Families, Inc., The","Public School 279X Captain Manuel Rivera, Jr. (10X279) & Public School 226X (10X226)",112622003,35000,DYCD,"Funds to support community empowerment through after school STEM programming at Public School 279 Captain Manuel Rivera, Jr. (10X279) and Public School 226X (10X226)."
De La Rosa,Common Threads,Public School 004M Duke Ellington (06M004),200106847,5000,DYCD,To support Cooking Programming in Public School 004M Duke Ellington (06M004).
Gennaro,Common Threads,Public School 200Q The Magnet School of Global Studie (25Q200),200106847,5000,DYCD,Funding to support healthy cooking and nutrition education in Council District 24.
Krishnan,"Commonpoint NY, Inc.",,113071518,6000,DYCD,This funding will support programming and services at Commonpoint Queens' Jack and Shirley Silver Hub in Elmhurst.
Schulman,"Commonpoint NY, Inc.",Central Queens Senior Center,113071518,20000,DFTA,"Funding to support programming for seniors; including recreation, educational/health related components, exercise, nutrition, current events, support groups, mental health counseling, transportation, entertainment and inter-generational activities."
Lee,"Commonpoint NY, Inc.",Deepdale Cares Program,113071518,25000,DFTA,To help fund the Deepdale Cares Program at the Samuel Field YM & YWHA.
Ung,"Commonpoint NY, Inc.",North Flushing Senior Programs,113071518,5000,DFTA,"To support the North Flushing senior programs, including clubs, classes, inter- generational activities."
Lee,"Commonpoint NY, Inc.",Sam Field Older Adult Center,113071518,25000,DFTA,To help maintain and expand services and programs provided by the Samuel Field Y at its Older Adult Center.
Gennaro,"Commonpoint NY, Inc.",T-Building Programming,113071518,10000,DYCD,Funding to support local youth and adult programming in Council District 24.
Won,"Communities Resist, Inc.",Legal Clinics - Council District 26,841899350,15000,DSS/HRA,Funds will support legal counseling services to constituents of Council District 26.
Restler,"Communities Resist, Inc.",Organizing & Community-Based Legal Services - Council District 33,841899350,15000,DSS/HRA,To support Organizing and Community-Based Legal Services in Council District 33.
Hanif,"Community Development Project, Inc.",,831441257,5000,HPD,To support legal services to Brooklyn organizations working to realize equitable land use policies.
Menin,"Community Development Project, Inc.",,831441257,10000,HPD,"Funds to provide legal assistance to tenant and services to help preserve affordable housing for middle and low-income people at risk of housing loss due to rising rents, gentrification, the threat of predatory equity and the loss of affordable housing."
Joseph,"Community Development Project, Inc.",Council District 40,831441257,5000,DSS/HRA,Funding will support immigration services for immigrant populations in Council District 40.
Gutierrez,"Community Development Project, Inc.",Legal Service Trainings - Council District 34,831441257,5000,HPD,"Funding will support trainings and legal advice, counsel, and representation in program areas including Housing, Economic Justice and immigration services. Page 55 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Brewer,"Community Development Project, Inc.",Upper West Side Housing Clinics & Tenant Rights Workshops,831441257,19000,HPD,Funds will provide Clinics and Tenant Rights Workshops.
Hanif,"Community Help in Park Slope, Inc.",Food Pantry,112449994,7000,DYCD,Funds will support food pantry operations.
Hudson,"Community Help in Park Slope, Inc.",Soup Kitchen & Food Pantry,112449994,5000,DYCD,Funding to support food access and food pantries in Council District 35.
Williams,"Community Mediation Services, Inc.",Council District 27,112663007,5000,ACS,Funding will support programming in Council District 27.
Carr,"Community Resources Staten Island, Inc.",,135660279,10000,DYCD,"Funds will be used for general operating cost, staff training and development."
Speaker,"Community Resources Staten Island, Inc.",,135660279,25000,DHMH,"Funding will support the Special Tees program, which imprints or embroiders on a full spectrum of garments, from basic T-shirts and sweatpants to baseball jerseys and jackets, casual and corporate wear, uniforms and sportswear."
Salaam,"Community Voices Heard, Inc.",,133901997,5000,DYCD,"To support efforts to expand voter education, registration, and engagement in low- income, underrepresented communities."
Gutierrez,"Community-Word Project, Inc.",Arts Residency - Public School 084K Jose De Diego (14K084),134114145,5000,DCLA,Funding will support the Arts residency at Public School 84K (14K084).
Caban,"Community-Word Project, Inc.",Collaborative Arts Residency Program,134114145,5000,DCLA,"Funds will be used to defray the operating expenses for programs at Public School 017Q Henry David Thoreau (30Q017), Albert Shanker School for Visual and Performing Art (30Q126), and Public School 234Q (30Q234)."
Banks,"Comprehensive Academics Tutoring Services, Inc.","Workforce Training, Legal Support for Veterans & Community Events",271395375,5000,DYCD,"Funds will support affordable workforce training (OSHA 30, SST, and Security Guard), legal support for veterans and community events."
Abreu,"Comunilife, Inc.",Life is Precious Program - Council District 7,133530299,9000,DYCD,Funding to support suicide prevention for at-risk youth.
Brannan,Coney Island Neighborhood Revitalization Corporation,Economic Mobility Assistance - Council District 47,921820114,5000,DYCD,"Funds to support economic mobility and financial empowerment assistance, events, and training for residents of Council District 47."
Brannan,"Coney Island Sharks, Inc.",Youth Sports & Mentoring Programs - Council District 47,113304418,5000,DYCD,Funds to support youth sports and mentoring programs in Council District 47.
Felder,Cong Chasdei Lev,,454786470,5000,DYCD,Funds to be used to assist with food distribution operations for families in need of food.
Louis,Cong Chasdei Lev,Food Distribution - Council District 45,454786470,5000,DYCD,Funds will be used for food distribution in Council District 45.
Bottcher,Congregation Beit Simchat Torah,Talk to Me About HIV/Aging Together,237406899,5000,DHMH,Funds would go to supporting programming and initiatives.
Brewer,Congregation B'nai Jeshurun Starafroler Hebria,Judith Bernstein Lunch Program,130594858,5000,DYCD,Funds will support food program.
