fiscal_year,stream,member,organization,program,ein,amount,agency,purpose,status,confidence,source_file
2016,appendix_b_local,Greenfield,Kingsborough Community College,,136400434,2000,CUNY,"On Stage at Kingsborough, KCCs performing arts program, brings artistically and culturally diverse multi-disciplinary professional performances (dance, theater, film and family programs) from around the country and abroad. Funds would enable KCC to diversify our audiences through such efforts as ticket subsidies to schools.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Deutsch,Kingsborough Community College,,136400434,5000,CUNY,To bring culturally and artistically diverse multi-disciplinary professional performances.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Cohen,"Kingsbridge Heights Community Center, Inc.",,132813809,10000,DYCD,"Funding will help support educational, leadership, social and recreational programming within their Teen Center.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Cabrera,"Kingsbridge Heights Community Center, Inc.",,132813809,20000,MOCJ,"1) Long term treatment through individual,  family, group counseling  support group for parents; art therapy, group therapy, play therapy for children and youth ages 3-21; 2) Trauma assessments/evaluations; 3) Crisis intervention, advocacy, information and referrals, and 4) Education/prevention through workshops and professional training.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Speaker,Kingsbrook Jewish Medical Center,,111631759,35000,DOHMH,"Funding to supplement the hiring of a part-time program manager to expand the curriculum, reach broader audiences, and to start implementing an online curriculum. Program topics include Obesity, Diabetes, Breast Health, Stress Management, CPR, Stroke Awareness, Nutrition, and Domestic Violence Awareness.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Palma,Kips Bay Boys & Girls Club,,131623850,35000,DYCD,To support teen programming at the Palmaro Clubhouse and Castle Hill Houses.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Speaker,Kips Bay Boys & Girls Club,,131623850,150000,DYCD,"To provide teen programming at the flagship Palmaro clubhouse, the new West Bronx Coudert Clubhouse, and NHCHA sites at Castle Hill Houses and Throggs Neck Houses. Empowerment programming will be emphasized including leadership and civic clubs, gang prevention, and non-violent conflict resolution.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Mendez,Kips Bay Neighborhood Alliance,,455308456,3500,DYCD,"Funds towards neighborhood beautifications including tree planting, flowers, shrubs, maintenance, and clean-up.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Garodnick,Kips Bay Neighborhood Alliance,,455308456,5000,DYCD,"Funding will support neighborhood beautification in Kips Bay, including tree planting, flowers, shrubs, maintenance, and clean-up.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Greenfield,Kleinman Family Holocaust Education Center Inc,,270644792,10000,DYCD,"The funding will be used to fund up to four education programs a year, as well as 10 public events a year. Funds would be used for event venues and speakers, exhibits of artifacts and documents, production of educational videos, provide security, advertising etc.  All programs, lectures, exhibits and videos will be replicable to enable creation of a core curriculum.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Cohen,"Knox Gates Neighborhood Association, Inc.",,133020575,15000,DYCD,Funding will support educational and recreational programming and activities.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Vallone,"Korean American Community Center of New York, Inc.",,113515647,5000,DFTA,Funding will support KCCNYs programs and services.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Lancman,Korean American Family Service Center (KAFSC),,133609811,5000,MOCJ,"Funding to provide culturally and linguistically appropriate domestic violence prevention and intervention services, individual and family counseling for all ages, referrals, support groups, self-sufficiency classes, an affordable after-school and youth advocacy program, emergency shelter provides immediate safety for up to six months and transitional housing.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Koo,Korean American Family Service Center (KAFSC),,133609811,7500,MOCJ,"To support the Transition Housing Program (T-Housing), which provides much needed housing assistance to women and children who need physical security for up to 18 months.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Koo,Korean American Family Service Center (KAFSC),,133609811,7500,MOCJ,"To support the Rainbow House shelter operation, which provides critically needed emergency services for survivors trying to escape from abuse and begin a new life. Rainbow House addresses survivors' immediate needs for shelter, cultural food and safety, and provides culturally accessible services.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Speaker,Korean American Family Service Center (KAFSC),,133609811,50000,MOCJ,To support a Domestic Violence Prevention and Intervention program.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Koo,"Korean American Heritage Foundation, Inc.",,452751206,5000,DYCD,"To fund the multilingual and cultural program, including Korean language, cooking dance, health, fitness, and taekwondo classes.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Koo,Korean American Senior Citizens Society of Greater New York Inc,,112455396,5000,DFTA,"To provide recent immigrant senior citizens with basic and intermediate computer skills, ESL classes and U.S. Citizenship application assistance. Also to meet the needs of the greatly underserved community of immigrants.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Garodnick,"Korean Community Services of Metropolitan New York, Inc.",,237348989,5000,DOHMH,Funding will provide free breast cancer screenings.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Vallone,"Korean Heritage School of Long Island, Inc.",,272132029,5000,DYCD,Funds received will be used to pay the instructors as well as rent for use of the instruction space.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Borelli,"Korean-American Senior Citizens Association Of New York, Inc.",,133959398,5000,DFTA,"Funds will be used to support senior services fostering education, integration, social, emotional and physical well-being; consisting of ESL classes, US citizenship classes, computer classes, mobility and aerobic classes, health and wellness classes, social gatherings with nutritious meals.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Mendez,"LES Creative People in Action, Inc.",,272188237,2500,DYCD,Funding towards implementation of free concert in the Lower East Side,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Chin,"LES Creative People in Action, Inc.",,272188237,3500,DYCD,The funds will be used to produce a free outdoor musical concert in the East River Park Bandshell.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Mark-Viverito,LSNY Bronx Corp.,,161759590,5000,MOCJ,To support the Bronx Immigration Partnership which provides a safety net of immigration services for new and newly eligible immigrant populations in the Bronx who are vulnerable to immigration fraud.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Palma,LSNY Bronx Corp.,,161759590,10000,MOCJ,"To provide education on the consequences of contact with the criminal justice system, and provide direct services to eliminate barriers to employment, education and housing.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Mark-Viverito,"La Casa de la Herencia Cultural Puertorriquena, Inc.",,133205023,18500,DYCD,"Funds will be utilized to conduct cultural and educational activities, including Weekly Cuatro Music and Classical Guitar Instruction, Danza Music Concerts for the general public, a series of cultural/educational presentations on Puerto Rican History, Culture and the arts.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Koo,La Guardia and Wagner Archives at La Guardia Community College CUNY,,136400434,5000,CUNY,To support the New York City Council Collection at LaGuardia Community College.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Dromm,La Guardia and Wagner Archives at La Guardia Community College CUNY,,136400434,10500,CUNY,"To fund maintenance of New York City Council Collection, which includes copies of laws and official publications, records of public hearings, committee files on legislation under consideration and ad hoc investigations, photographs, maps, artifacts, scrapbooks, audio and videotapes, as well as the papers of dozens of individual members.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Speaker,La Guardia and Wagner Archives at LaGuardia Community CollegeCUNY,,136400434,80000,CUNY,"The New York City Council collection represents an unparalleled documentation of the legislative history of our city from the 1930's to the early 21st century. It includes not only copies of the thousands of enacted laws and official publications, but also the records of public hearings and committee files on legislation under consideration and ad hoc investigations, numerous photographs.",Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Reynoso,"La Nueva Esperanza, Inc.",,204393724,5000,DOHMH,To support providing Food and Nutrition Services to HIV/AIDS infected individuals. Funds will be allocated to rent/utilities and pantry bags.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Levin,"La Nueva Esperanza, Inc.",,204393724,10000,DOHMH,To provide Food and Nutrition Services to those diagnosed with HIV/AIDS .,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Espinal,"La Nueva Esperanza, Inc.",,204393724,10000,DOHMH,Funding will support ongoing food and nutrition programs targeted toward individuals suffering from HIV/AIDS.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Espinal,"Labor and Industry for Education, Inc.",,114088055,10000,ACS,To support bus trips and overall programming.,Cleared,high,funded_disclosure_FY2016.xlsx
2016,appendix_b_local,Cumbo,"Lafayette Gardens Tenants Association, Inc.",,113556000,7000,NYCHA,"Funding will be used to support after school recreational programs, meals for seniors, parenting classes, social services, and violence prevention for Public Housing youth, adults and seniors",Cleared,high,funded_disclosure_FY2016.xlsx
