member,organization,program,ein,amount,purpose
Rivera,"Vision Urbana, Inc.",Bracetti,133848575,5000,Funds will support Vision Urbana's youth mentoring program at Bracetti.
Velazquez,VISIONS/Services for the Blind and Visually Impaired,Council District 13,131624210,5000,Funding to support Blindline Information and Referral System for blind and visually impaired youth in Council District 13.
Hanks,Wagner College,Holocaust Center Education,135604699,5000,Funding will support the Wagner College Holocaust Center Education program.
Abreu,Washington Heights Jaybie's Sports Academy,,550844926,10000,Funding to support Washington Heights Jaybie Sports Academy Inc. programming in Council District 7.
De La Rosa,Washington Heights Jaybie's Sports Academy,Youth Baseball Programming - Council District 10,550844926,8000,To support Youth Baseball programming in Council District 10.
De La Rosa,"Washington Heights Tennis Association, Inc.",Council District 10,133950591,8000,To support tennis programming for youth in Council District 10.
Caban,"Waterfront Alliance, Inc.",Community Waterfront Education & Recreational Programming - Council District 22,134355067,5000,Funding to support STEM-based curricula focused on the ecologically rich and socially vibrant New York-New Jersey Harbor Estuary for Council District 22 youth.
Kagan,"Waterfront Alliance, Inc.",Youth Educational Program - Council District 47,134355067,5000,Funds will be used for Waterfront Alliance's Estuary Explorers program that educates youth with STEM-based curricula.
Brewer,"Wellness in the Schools, Inc.",Cook for Kids,251919494,5000,Funds will support Cook for Kids programming and services. Appendix C: Youth Discretionary Page 186 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Abreu,Wendy Hilliard Foundation,Gymnastics Programming - Council District 7,133879321,5000,Funding to support programming and gymnastics instruction in Council District 7.
Williams,"Wesley Parrott Youth Programs, Inc.",,112872641,5000,"Funds will be used to operate a mentoring program, college awareness, youth leadership, social, educational, health awareness and life skills program."
Carr,West Shore Little League,,133425081,3000,Funding to support general operational expenses including utilities.
Hanks,West Shore Little League,Council District 49,133425081,5000,Funds will support the baseball and softball programs.
Paladino,Whitepoint Warriors Corp.,Council District 19,862614237,5000,Funds to support Whitepoint Warriors Football Program.
Riley,Wiz Kids Books B4 Basketball,,462968939,10000,Funds to be used to operate the Wiz Kids Youth Leadership & Recreational Program.
Ariola,"Wolverines U, Inc.",Public School 232Q Lindenwood (27Q232),872275748,6000,"Funding to support operational expenses associated with providing free STEM programming including supplies and staff support for students at PS232Q, Howard Beach."
Lee,Women for Afghan Women,,020539734,5000,Funds will be used to support Youth programs and services.
Ung,Women for Afghan Women,Youth Program - New York Community Center,020539734,7500,Funds will be used to support youth programming at the New York Community Center.
Ayala,"Women In Need, Inc.",Youth Services - Council District 8,133164477,5000,To support specialization of Win’s on-site Children and Youth Services to meet the unique needs of children and youth experiencing homelessness.
Marte,"Working in Support of Education, Inc.",Financial Literacy Certification Program,134024627,5000,Funds will be used to support the continuation of the W!SE Financial Literacy Certification Program at schools within Council District 1.
Ariola,"Works Little League, Inc.",,112949074,5000,Funds will be used to purchase equipment and uniforms.
Feliz,"YALD, Inc.",Council District 15,472361361,5000,"Funds will enable YALD to expand current programming by providing healthy food options, educational activities and transportation for participants from the Bronx."
Brannan,Yemeni American Merchants Association,College & Career Readiness Program - Council District 43,823539502,5500,To support college and career readiness training and programming for youth in Council District 43.
Vernikov,Yeshiva Ateres Tzvi,,113409953,6750,"Funding will be used for afterschool activities, workshops, and community service projects."
Yeger,"Yeshivath Kehilath Yakov, Inc.",,116003354,5000,Funds will be used to provide remedial education and recreational activities for children after school.
Restler,"Yeshivath Kehilath Yakov, Inc.",Council District 33,116003354,10000,To provide remedial education and recreational activities for children with proper supervision in Council District 33.
Osse,"Young Airmans Association, The",,832005292,20000,Funding for their youth aviation programming for youth in District 36.
Louis,"Young Airmans Association, The",Council District 45,832005292,5000,Funds will support the United Youth Aviators Summer Camp.
Gennaro,Young Israel of Jamaica Estates,,112518593,15000,"Funding to support children, teens and collegiate with social, recreational and educational programs. Lectures classes will also be provided to the community."
Carr,Young Israel of Staten Island,,132618386,10000,Funds will be used to support recreational and sports activities.
Menin,Young Men's and Young Women's Hebrew Association,,131624229,10000,Funds will support 92NY’s Humanities and Arts education programming for New York City public schools and the Teen Producers program.
Powers,Young Men's and Young Women's Hebrew Association,,131624229,10000,Funding will support free educational and community outreach programs. Appendix C: Youth Discretionary Page 187 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Lee,Young Men's Christian Association of Greater New York,,131624228,10000,Funds will be used to support teen programming in Council District 23.
Velazquez,Young Men's Christian Association of Greater New York,,131624228,10000,"Funding to support the operational cost at the Castle Hill, La Central, and Northeast Bronx YMCAs benefiting youth in Council District 13."
Osse,Young Men's Christian Association of Greater New York,Bedford-Stuyvesant YMCA,131624228,5000,Funding will be used to support the Bedford-Stuyvesant YMCA's Teen Programming.
Hanks,Young Men's Christian Association of Greater New York,Broadway YMCA - Teen Programming,131624228,5000,Funding will support teen programming at the Broadway YMCA.
Louis,Young Men's Christian Association of Greater New York,Council District 45,131624228,10000,Funs will support Flatbush YMCA Youth Programming.
Restler,Young Men's Christian Association of Greater New York,Dodge YMCA,131624228,5000,To support teen programming at the Dodge YMCA center.
Joseph,Young Men's Christian Association of Greater New York,Flatbush YMCA: Teen Programming & Assistance - Council District 40,131624228,5000,"Funding will be used to provide and support teen programming at the YMCA, including teens from Council District 40."
Ung,Young Men's Christian Association of Greater New York,Flushing YMCA: Teen Programming,131624228,28500,"To support the YMCA's teen programs, including leadership development, civic engagement and recreational activities."
Restler,Young Men's Christian Association of Greater New York,Greenpoint YMCA: Teen Programming,131624228,5000,To support teen programming at the Greenpoint YMCA center.
Adams,Young Men's Christian Association of Greater New York,Jamaica YMCA,131624228,10000,Funds will support youth programming at the Jamaica Y.
Menin,Young Men's Christian Association of Greater New York,Julia Richman Educational Complex - Rowe Scholars,131624228,5000,"To partner with schools in the Julia Richman Educational Complex (JREC) to deliver Rowe Scholars, a college access and career development program that focuses on the academic, social, emotional, and professional growth of each of its members."
Carr,Young Men's Christian Association of Greater New York,Little Steps,131624228,10000,Funds will be used to support Little Steps at the YMCA Counseling Service.
Won,Young Men's Christian Association of Greater New York,Long Island City YMCA - Teen Programming,131624228,10000,Funding to support youth programming and activities at the YMCA Long Island City.
Nurse,Young Men's Christian Association of Greater New York,North Brooklyn YMCA - Teen Programming,131624228,20000,"Funds will support teen programming including leadership development, civic engagement, and recreational activities."
Riley,Young Men's Christian Association of Greater New York,North East Bronx YMCA - Teen Programming,131624228,15000,To provide teen programming for the North East Bronx YMCA.
Ariola,Young Men's Christian Association of Greater New York,Rockaway YMCA,131624228,15000,Funding will be used to provide and support teen programming at the Rockaway YMCA.
Powers,Young Men's Christian Association of Greater New York,Vanderbilt YMCA - Youth Programming,131624228,6000,Funding will be used to provide and support teen programming at the Vanderbilt YMCA.
Brooks-Powers,Young Men's Christian Association of Greater New York,Water Safety - Public School 183Q (27Q183),131624228,5000,Funding to support swim instruction and water safety skills in the Rockaways for students at PS 183Q.
Brewer,Young Men's Christian Association of Greater New York,West Side YMCA - Teen Programming,131624228,5000,Funds will be used to support teen programming and services.
De La Rosa,"Young People's Chorus of New York City, Inc.",,113372980,5000,To support Choir programming in Washington Heights. Appendix C: Youth Discretionary Page 188 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brewer,"Young People's Chorus of New York City, Inc.",Music Education & Performance Programs,113372980,5000,Funds will be used to support in - and - after school music education and performance programs.
Ayala,"Youth Action Programs and Homes, Inc.",YouthBuild Program,133203701,5000,Funding to support the YouthBuild program including operational expenses and staff support.
Farias,"Youth Ministries for Peace and Justice, Inc.",Council District 18,134006535,21500,Funds will support YMPJ Adult and Youth Services in Council District 18
Borelli,"Zimmer Club Youth Conservation Program of Staten Island, Inc.",,352262561,5000,Funding will support youth conservation programs.
Williams,"ZMI Foundation, Inc.",,455537211,8500,"Funding will support After School and Summer Camp programs including homework assistance, educational enrichment, and Martial Arts."
