member,organization,program,ein,amount,agency,purpose
Bottcher,"Ballet Hispanico of New York, Inc.",,132685755,5000,DCLA,"Funds will support Company, School of Dance, and Community Arts Partnerships programs."
Feliz,"Ballet Hispanico of New York, Inc. - Youth Programming",Council District 15,132685755,20000,DCLA,Funding will be used to support youth-oriented cultural programing in Council District 15.
Hanks,"Ballroom Basix USA, Inc.",,273218865,5000,DCLA,Funding will support programming in District 49.
Farias,"Ballroom Basix USA, Inc.",Council District 18,273218865,10000,DCLA,Funding to support BALLROOM BASIX programs at The School for Inquiry and Justice and PS 536 in Council District 18.
Louis,"Ballroom Basix USA, Inc.",Council District 45,273218865,5000,DCLA,Provide 6-session Ballroom dances presented — infusing our curriculum with a celebration of Latinx and African-American history and culture n Council District 45.
Abreu,"Ballroom Basix USA, Inc.",Cultural Exploration - Council District 7,273218865,10000,DOE,Funding to support Ballroom Basix in-school programming in Council District 7 schools.
Lee,"Ballroom Basix USA, Inc.",Public School/Intermediate School 208Q (29Q208) & 266Q (26Q266),273218865,6000,DCLA,Funds will be used to provide programming for Public School/Intermediate School 208Q & 266Q.
Williams,"Ballroom Basix USA, Inc.",Public School/Intermediate School 268Q (29Q268) & Public School/Middle School 147Q (29Q147),273218865,5000,DCLA,Funding will support instructions at Public School / Intermediate School 268Q and Public School/Middle School 147Q (29Q147).
Hanif,"Bangladeshi Cricketers Alliance of North America (BCANA), Inc.",,882215716,5000,DYCD,"The fund will be used for leasing grounds from the city parks, pitch preparation, umpire fee, cricket balls, equipment, jerseys, advertising and trophies."
Abreu,Bard College,Bard Prison Initiative - Reentry & Alumni Affairs,141713034,9500,DYCD,Funding to support Bard Prison Initiative: Reentry and Alumni Affairs in NYC.
Brooks-Powers,Bard College,Council District 31,141713034,10000,DYCD,The funding will support reentry programming at Bard Prison Initiative for residents from Council District 31.
Ayala,Barrio Independent Productions,Frenzy Festival,844841311,5000,DYCD,To support the Frenzy Festival expenses.
Williams,"Bartlett Foundation, The",,900952784,10000,DFTA,Funding will provide music outreach to seniors and senior centers in Council District 27.
Velazquez,Bartow-Pell Landmark Fund,,510243951,5000,DCLA,Funding will support Bartow Pell's cultural and educational community programs in Council District 13.
Marte,Battery Dance Corporation,Battery Dance Festival,237418859,6000,DCLA,To support the programming costs of the Battery Dance Festival.
Paladino,"Bay Community Volunteer Ambulance Corps, Inc.",Volunteer Ambulance,116106688,7500,FDNY,Funding will support the services and operating costs of the BCVAC in Council District 19.
Vernikov,"Bay Improvement Group, Inc.",Bayfest,133713523,5000,DYCD,"Funding to support the operational expenses associated with presenting Bayfest, a multi-cultural community waterfront celebration."
Speaker,Brannan Bay Ridge Cares,Community Support Programming,461784806,10000,DYCD,"To provide support for families in need including free meals, volunteer events, community events, and outreach to and relief for community residents."
Brannan,Bay Ridge Cares,Local Support & Aid Programming - Council District 43,461784806,15000,DYCD,To support for programs and projects that support Council District 43 residents in need. Appendix B: Local Initiatives Page 36 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,"Brannan Bay Ridge Center, Inc.",,800559714,50000,DFTA,"To provide funding support for case management, referral, and educational services regarding benefits, housing, technological literacy, and more for older adults."
Brannan,Bay Ridge Community Development Center Inc.,Community Case Management,832708042,15000,DYCD,"To support case management program, including benefits application assistance and other social services."
Brannan,"Bay Ridge Saint Patrick's Parade, Inc.",,113256152,10000,DYCD,To support with operating costs of planning and holding annual Bay Ridge St. Patrick's Day Parade.
Paladino,Bayside Historical Society,"Community Fireworks Show, Public Prog, Exhibitions, Edu and School Prog & Cmty Events & Engagement",116049457,47500,DCLA,"Funding will support BHS programs and services to the public including community fireworks show, history and art exhibits, education programs public programs, tours of two historic landmarks and expenses related to events in Council District 19."
Paladino,Bayside Village Business Improvement District,Business Attraction & Community Events,262931126,25000,SBS,"Funds will be used for community events hosted by the BID throughout the year, general marketing, and business attraction in Council District 19."
Yeger,"Be Proud, Inc.",,582674169,10000,DYCD,"Funds will be used to cover costs toy-drive events, and food distributions. These costs include food packages, rental space, and event supplies."
Brannan,"Beauty at the Surface in Honor of Carol Lee Cephas, Inc.",Youth Community Murals,812340381,5000,DYCD,To support diversity and representation focused mural design and painting program for youth.
Dinowitz,"Bedford Park Multi-Service Center for Senior Citizens, Inc.",Senior Center Programs & Enhancements,132745303,10000,DFTA,Funding to support operations and senior programming expenses at the senior center.
Osse,"Bedford Stuyvesant Family Health Center, Inc.",,112412205,19000,DHMH,"Funding for health services including diabetes care, cancer services, and other health programming."
Osse,Bedford Stuyvesant Restoration Corporation,,116083182,14000,DYCD,Funding for Restoration's resources and services in Council District 36.
Osse,Bedford Stuyvesant Volunteer Ambulance Corps,,112957898,14000,FDNY,Funding for EMS services and job training.
Hanks,"Bee U, Inc.",Community Workshops & Visits,881156617,5000,DYCD,Funding will support Community Workshops and Visits.
De La Rosa,"Behind the Book, Inc.",Behind the Book - Council District,320086097,5000,DCLA,To support behind the book programming in Council District 10.
Abreu,"Behind the Book, Inc.",Literacy Program - Council District,320086097,5000,DCLA,Funding to support Behind the Book's Literacy Program in schools located in Council District 7.
Ayala,"Behind the Book, Inc.",Literacy Programs - Council District,320086097,5000,DCLA,"To support in-school, after-school and summer literacy programs in Council District 8."
Schulman,"Bella Abzug Leadership Institute, Inc.",Journey to Leadership,300280807,2500,DYCD,"Intensive two-week summer leadership and debate training programs, year-round in school and after school leadership and debate training programs, one day debate seminars and competitions during the school year"
Feliz,"Belmont District Management Association, Inc.",Promotional Campaigns & Community Events,270834463,30000,SBS,"Funds will support BID's events, operation, and advertisements."
Yeger,Bensonhurst Council of Jewish Organizations,,112568013,5000,DYCD,Funds will be used for charitable food distribution.
Kagan,Bensonhurst Council of Jewish Organizations,Social Service & Food Program,112568013,5000,DYCD,Funds will be used to provide social services and food distribution to low income families in Council District 47.
Barron,Bergen Basin Community Development Corporation d/b/a Millennium Development,"Intergenerational Family Days - NYCHA Penn Wortman, Linden & Boulevard Houses",113199040,12500,DYCD,"Funding for Tenant Association Intergenerational Family Days at NYCHA Penn Wortman, Linden & Boulevard Houses."
Barron,Bergen Basin Community Development Corporation d/b/a Millennium Development,Special Trip Transportation - Council District 42,113199040,5000,DYCD,"Special Trip Transport Programming for Seniors for Abe Stark, Penn Wortman and Vandalia Senior Centers."
Yeger,Beth Jacob Day Care Center,,112290419,17000,DOE,Funds will be used for childcare programs. Appendix B: Local Initiatives Page 37 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
