member,organization,program,ein,amount,agency,purpose
Krishnan,"Association of Community Employment Programs for the Homeless, Inc.",Workforce Development & Employment Retention,133846431,5000,DYCD,Funding for ACE's workforce development and employment retention programs.
Marte,"Association of Community Employment Programs for the Homeless, Inc.",Workforce Development & Employment Retention,133846431,10000,DYCD,Funding will support ACE's workforce development and employment retention programs.
Narcisse,"Association of Community Employment Programs for the Homeless, Inc.",Workforce Development & Employment Retention,133846431,10000,DYCD,"Funding to support presentations and workforce development programming in CD46 to those receiving services from treatment programs, shelters, community centers."
Abreu,"Association of Dominican Classical Artists, Inc.",,133843597,5000,DCLA,Funding to support the Washington Heights Community Conservatory of Fine Arts & A Celebration of Dominican Classical Artists Composers and Musicians Concert Series. Page 35 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Vernikov,Association of East-European Jewry,,461135533,5000,DYCD,"To organize events for Holocaust survivors and families through educational lectures, culture and history."
Kagan,Association of East-European Jewry,Anti Semitism program,461135533,5000,DYCD,The funds will be used to organize and conduct Annual Holocaust Remembrance Day in
Brooklyn,"Holocaust Park. Kagan Association of Holocaust Survivors from the Former Soviet Union, Inc.",Holocaust Survivors Programs,113395358,5000,DFTA,Funds will be used to host various Holocaust memorial meetings and celebrations of holidays.
Riley,Astor Services for Children & Families,,141397918,20000,DHMH,Funds to be used to provide basic need items to families in Council District 12.
Speaker,Feliz Astor Services for Children & Families,,141397918,50000,DHMH,"Funds will support the Behavioral Health Response Team (BHRT), a program specifically designed to assist students and families to meet the challenges associated with a physical return to school, and expand mental health awareness in school communities."
Sanchez,Astor Services for Children & Families,Community Engagement & Support Initiative - Council District 14,141397918,5000,DHMH,To host workshops to provide therapeutic and sensory support workshops to families in Council District 14.
Krishnan,"Astoria/Queens Share-ing and Care-ing, Inc.",,113220371,5000,DHMH,"To support community outreach and education in Council District 25 as well as various education and supportive services for those diagnosed with cancer, including breast, colon and ovarian cancers. Cabán Astoria/Queens Share-ing and Care-ing, Inc. - Cancer Prevention Initiative"
,"To support community outreach and education in Council District 25 as well as various education and supportive services for those diagnosed with cancer, including breast, colon and ovarian cancers. Cabán Astoria/Queens Share-ing and Care-ing, Inc.",Cancer Prevention Initiative,113220371,20000,DHMH,Funds will be used for a districtwide cancer prevention initiative.
Restler,Atlantic Avenue Association Local Development Corporation,Annual Atlantic Antic Festival - Council District 33,112786225,5000,DYCD,To support the Atlantic Avenue-Arts Gowanus Walk.
Brooks-Powers,"ATLED, Inc.",Lucille Rose Day Care Center - Council District 31,133550709,8000,DYCD,"Funds will be used to purchase more outdoor play equipment for the children, classroom supplies and furniture, and smart boards for Council District 31 residents."
Gennaro,"Autism Society Habilitation Organization, Inc.",,474857582,5000,DHMH,"Funding to support operational expense including supervision and consultation, parent training, professional development and workshops, distance consultation, advocacy and referral."
Speaker,"Jewish Avigdors Helping Hand, Inc.",Mentoring Program,593829893,30000,DYCD,To provide funding support for the mentoring program.
Farias,BAFA,"Bangladesh Academy of Fine Arts, Inc.",454788710,15000,DYCD,Funs will support Cultural Arts Education & Language Program in Council District 18 in conjunction with Council Member
Speaker,BAFA,"Bangladesh Academy of Fine Arts, Inc.",454788710,25000,DYCD,"Funding to support operating expenses including facilities, insurance, theater production/performance costs and staff support."
Bottcher,"Bailey House, Inc.",,133165181,7500,DHMH,"Funds will support the 24/7 services provided at Bailey-Holt House (BHH), the nation’s first congregate residence for people with AIDS."
Brewer,"Bailey House, Inc.",Veterans Housing Project,133165181,5000,DHMH,Funds support programming for the Veterans Housing Project.
Bottcher,"Ballet Hispanico of New York, Inc.",,132685755,5000,DCLA,"Funding to support Company, School of Dance, and Community Arts Partnerships programs."
Farias,"Ballroom Basix USA, Inc.",,273218865,6500,DCLA,Funding to support BALLROOM BASIX programs at two schools in Council District 18.
Hanks,"Ballroom Basix USA, Inc.",,273218865,5000,DCLA,Funds will provide extracurricular activities for students in the 49th Council District.
Louis,"Ballroom Basix USA, Inc.",Council District 45,273218865,5000,DCLA,Provide 6-session Ballroom dances presented — infusing our curriculum with a celebration of Latinx and African-American history and culture n Council District 45. Page 36 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Abreu,"Ballroom Basix USA, Inc.",Cultural Exploration - Council District 7,273218865,6000,DOE,Funding to support Ballroom Basix program at two schools in Council District 7.
Lee,"Ballroom Basix USA, Inc.",Public School/Intermediate School 208Q (29Q208),273218865,3000,DCLA,Funds will be used to provide programming for Public School/Intermediate School 208Q.
Lee,"Ballroom Basix USA, Inc.",Public School/Intermediate School 266Q (26Q266),273218865,3000,DCLA,Funds will be used to provide programming for Public School/Intermediate School 266Q.
Williams,"Ballroom Basix USA, Inc.",Public School/Intermediate School 268Q (29Q268),273218865,2500,DOE,Funding will support instruction at Public School / Intermediate School 268Q.
Williams,"Ballroom Basix USA, Inc.",Public School/Middle School 147Q (29Q147),273218865,2500,DCLA,Funding will support instruction at Public School / Middle School 147Q.
Nurse,Bangladeshi American Community Development and Youth Service Corporation,Liberty Avenue BID,452389573,25000,SBS,"Funds will support the development of the Liberty Avenue BID including organizational development, legal assistance, and street improvements."
Abreu,Bard College,Bard Prison Initiative - Reentry & Alumni Affairs,141713034,5000,MOCJ,Funding to support Bard Prison Initiative: Reentry and Alumni Affairs in NYC.
Brooks-Powers,Bard College,Council District 31,141713034,10000,MOCJ,The funding will support reentry programming at Bard Prison Initiative for residents from Council District 31.
Powers,Bard College,Prison Initiative,141713034,5000,MOCJ,Funding will support the Bard Prison Initiative program.
Williams,"Bartlett Foundation, The",,900952784,10000,DFTA,Funding will provide music outreach to seniors and senior centers in Council District 27.
Velazquez,Bartow-Pell Landmark Fund,,510243951,5000,DCLA,"Funds will support public programs and exhibits on the local area's natural, historic, and cultural resources. Funds will also provide for musical performances, and outdoor local programming."
Marte,Battery Dance Corporation,Battery Dance Festival,237418859,6000,DCLA,To support the programming costs of the Battery Dance Festival.
Paladino,"Bay Community Volunteer Ambulance Corps, Inc.",Volunteer Ambulance,116106688,7500,FDNY,Funding will support the services and operating costs of the BCVAC in Council District 19.
Vernikov,"Bay Improvement Group, Inc.",Bayfest,133713523,5000,DYCD,"Funding to support the operational expenses associated with presenting Bayfest, a multi-cultural community waterfront celebration."
Brannan,Bay Ridge Cares,,461784806,15000,DYCD,"Funding will be used for projects that benefit the Bay Ridge community and families in need,"
