member,organization,program,ein,amount,agency,purpose
Salaam,"Ballet Hispanico of New York, Inc.",Summer Dance Residencies - Council District 9,132685755,5000,DCLA,Funds are to be used to create a welcoming environment for migrant children through the artistic inspiration of Latin culture during the summer vacation of the DOE calendar.
Banks,Ballin Out Loud,Basketball Program - Council District 42,472433652,5000,DYCD,"To support the operation of a basketball program that incorporates violence prevention, mental health, and your mentorship."
Salaam,"Ballroom Basix USA, Inc.",,273218865,5000,DCLA,To provide support for ballroom and Latin dances taught to youth.
Louis,"Ballroom Basix USA, Inc.",Council District 45,273218865,5000,DCLA,Provide 6-session Ballroom dances presented — infusing our curriculum with a celebration of Latinx and African-American history and culture n Council District 45.
Abreu,"Ballroom Basix USA, Inc.",Cultural Exploration - Council District 7,273218865,10000,DCLA,Funding to support Ballroom Basix in-school programming in Council District 7 schools including P.S. 192M and Teachers College Community School.
Farias,"Ballroom Basix USA, Inc.",Cultural Exploration Enhanced Module - Council District 18,273218865,10000,DCLA,Funding to support BALLROOM BASIX programs at PS 691X Bronx Little School (12X691) and PS 536X (12X536) in Council District 18.
Williams,"Ballroom Basix USA, Inc.",Intermediate School 116Q (29Q116) & Public School 118Q (29Q118),273218865,5000,DCLA,Funding will support instructions at Public School/Middle School 116Q The William C. Hughley School and Public School / Intermediate School 118Q The Lorraine Hansberry School.
Hudson,"Ballroom Basix USA, Inc.",Multi-Cultural In-School Dance Programming - Council District 35,273218865,10000,DCLA,"Funding for in-school dance programs, including multi-cultural dances like Latin/African dance, at Council District 35 schools including PS 56K - Lewis H. Latimer and PS 351K - UA Unison School."
Lee,"Ballroom Basix USA, Inc.",Public School/Intermediate School 208Q (29Q208) & 266Q (26Q266),273218865,6000,DCLA,Funds will be used to provide programming for Public School/Intermediate School 208Q & 266Q.
Nurse,Bangladeshi American Community Development and Youth Service Corporation,Community Services,452389573,45000,DYCD,Funds will provide general support for community services in Council District 37.
Abreu,Bard College,Bard Prison Initiative Reentry & Alumni Engagement - Council District 7,141713034,5000,DYCD,Funding to support the Bard Prison reentry programming in Council District 7.
Brooks-Powers,Bard College,Council District 31,141713034,10000,DYCD,The funding will support reentry programming at Bard Prison Initiative for residents from Council District 31.
Ayala,Barrio Independent Productions,Frenzy Festival,844841311,5000,DYCD,To support the Frenzy Festival expenses.
Williams,"Bartlett Foundation, The",,900952784,5000,DFTA,Funding will provide music outreach to seniors and senior centers in Council District 27. Page 35 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Marmorato,Bartow-Pell Landmark Fund,,510243951,10000,DCLA,Funds to support community gardening and outdoor gardening for seniors and residents of Council District 13.
Marte,Battery Dance Corporation,Battery Dance Festival,237418859,6000,DCLA,To support the programming costs of the Battery Dance Festival.
Paladino,"Bay Community Volunteer Ambulance Corps, Inc.",Volunteer Ambulance,116106688,7500,FDNY,Funding will support the services and operating costs of the BCVAC in Council District 19.
Speaker,Brannan Bay Ridge Cares,Community Support Programming,461784806,20000,DYCD,"To provide support for families in need including free meals, volunteer events, community events, and outreach to and relief for community residents."
Brannan,Bay Ridge Cares,Local Support & Aid Programming - Council District 43,461784806,20000,DYCD,To support for programs and projects that support Council District 47 residents in need.
Brannan,Bay Ridge Community Development Center Inc.,Community Case Management - Council District 47,832708042,15000,DYCD,"To support case management program, including benefits application assistance and other social services for Council District 47 residents in need."
Speaker,Brannan Bay Ridge Community Development Center Inc.,Community Case Work,832708042,75000,DYCD,"To provide funding support for assistance with SNAP benefits, cash assistance, retirement and disability benefits, housing applications, unemployment insurance, FEMA & pandemic related grants, senior benefits, and translation services and job training."
Brannan,"Bay Ridge Saint Patrick's Parade, Inc.",Cultural Events Programming,113256152,10000,DYCD,To support with operating costs of planning and holding annual Bay Ridge St. Patrick's Day Parade.
Paladino,Bayside Community Ambulance Corps inc,Community Training Program,116035566,5000,FDNY,Funding will support CPR training and various operational costs.
Paladino,Bayside Historical Society,"Community Fireworks Show, Public Prog, Exhibitions, Edu and School Prog, Cmty Events & Engagement",116049457,52500,DCLA,Funding will support BHS community programs and annual fireworks show in Council District 19.
Lee,Bayside Historical Society,Council District 23,116049457,5000,DCLA,"Funds to support the operating expenses of the exhibitions, education, school programs, and community engagement."
Paladino,Bayside Village Business Improvement District,Business Attraction & Community Events,262931126,20000,SBS,"Funds will be used for community events hosted by the BID throughout the year, general marketing, and business attraction in Council District 19."
Yeger,"Be Proud, Inc.",,582674169,10000,DYCD,"Funds will be used to cover costs toy-drive events, and food distributions. These costs include food packages, rental space, and event supplies."
Dinowitz,"Bedford Park Multi-Service Center for Senior Citizens, Inc.","Older Adult Clubs, Programs & Enhancements",132745303,10000,DFTA,Funding to support health and wellness programming for older adults in Council District 11.
Osse,Bedford Stuyvesant Restoration Corporation,,116083182,5000,DYCD,Funding for National Night Out events in District 36 - 79th and 81st precincts.
Osse,Bedford Stuyvesant Restoration Corporation,,116083182,35000,DYCD,Funding for operations and services of Bedford Stuyvesant Restoration Corporation.
Osse,Bedford Stuyvesant Volunteer Ambulance Corps,,112957898,15000,FDNY,Funding for BSVAC's emergency medical services and BSVAC's training programs.
Hanks,"Bee U, Inc.",Urban Beekeeping Fellowship - Council District 49,881156617,5000,DYCD,Funding will support Community Workshops and Visits.
De La Rosa,"Behind the Book, Inc.",,320086097,5000,DCLA,To support Behind the Book programming in Council District 10.
Ayala,"Behind the Book, Inc.",Literacy Programs - Council District 8,320086097,5000,DCLA,"To support in-school, after-school and summer literacy programs in Council District 8."
Adams,"BeingEgypt Cares, Inc.",,921532576,5000,DYCD,"Funds will be used to have youth take part in day of educational, social, cultural, leadership, and service-oriented programming and fun activities."
Feliz,"Belmont District Management Association, Inc.",Annual Gjergj Kastrioti Skenderbeu Way Ceremony,270834463,10000,SBS,Funds will support the annual Gjergj Kastrioti Skenderbeu Way ceremony celebrating Albanian heritage. Page 36 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Feliz,"Belmont District Management Association, Inc.",Promotional Campaigns & Community Events,270834463,40000,SBS,"Funds will support BID's events, operation, and advertisements."
Yeger,Bensonhurst Council of Jewish Organizations,,112568013,5000,DYCD,Funds will be used for charitable food distribution.
Zhuang,Bensonhurst Council of Jewish Organizations,Community Food Distribution,112568013,10000,DYCD,Funding for the Bensonhurst COJO food distribution program.
